,Title,Director,Production,Music Composer,Cast,Genre,Release Date,Year
1282,Dharma Kshetram,Kodandarami Reddy,unknown,Ilaiyaraaja,Balakrishna Nandamuri,unknown,unknown,1992
1283,Doctor Ambedkar,unknown,unknown,unknown,unknown,unknown,unknown,1992
1284,Donga Police,K. S. Prakash Rao,unknown,Bappi Lahiri,Mohan Babu,unknown,unknown,1992
1285,Doshi,VBLV Prasad,unknown,Raj-Koti,Ramki,unknown,unknown,1992
1286,Gang War,Kodi Ramakrishna,unknown,unknown,"Vinod Kumar, Ashok Kumar, ",unknown,unknown,1992
1287,Gharana Mogudu,K. Raghavendra Rao,unknown,M. M. Keeravani,Chiranjeevi,unknown,unknown,1992
1288,Golmaal Govindam,Tatineni Rama Rao,unknown,Chakravarthy,Rajendra Prasad,unknown,unknown,1992
1289,Gowramma,Rama Narayanan,unknown,unknown,Nizhalgal Ravi,unknown,unknown,1992
1290,Jaganaddam and Sons,Anil Kumar,unknown,unknown,Suresh,unknown,unknown,1992
1291,Joker Mama Super Alludu,K. Vasu,unknown,unknown,Brahmanandam,unknown,unknown,1992
1292,Kala Rathrilo Kanne Pilla,Raj Kamal,unknown,C. Sathyam,"Sharath, Abhilasha, ",unknown,unknown,1992
1293,Killer,Fazil,unknown,Ilaiyaraaja,Akkineni Nagarjuna,unknown,unknown,1992
1294,Lathi,Gunasekhar,unknown,unknown,Prashanth Thiagarajan,unknown,unknown,1992
1295,Madhavayya Gari Manavadu,Muthyala Subbaiah,unknown,unknown,Harish Kumar,unknown,unknown,1992
1296,Mother India,T. V. Ramana Reddy,unknown,unknown,Jagapathi Babu,unknown,unknown,1992
1297, Mogudu Pellala Dongata,Relangi Narasimha Rao,unknown,Raj-Koti,Naresh,unknown,unknown,1992
1298,Moratodu Naa Mogudu,A. Kodandarami Reddy,unknown,Ilaiyaraaja,Rajasekhar,unknown,unknown,1992
1299,Naga Kanya,Chola Rajan,unknown,unknown,Suresh,unknown,unknown,1992
1300,Naga Bala,Rama Narayanan,unknown,Sankar Ganesh,Baby Shamili,unknown,unknown,1992
1301,Nani,Krishna Mohan Reddy,unknown,Chakravarthy,Charanraj,unknown,unknown,1992
1302,Parvatalu Panakalu,Muthyala Subbaiah,unknown,Ramesh,S. P. Balasubrahmanyam,unknown,unknown,1992
1303,Pattudala,G. B. Shekar,unknown,Ilaiyaraaja,Suman,unknown,unknown,1992
1304,Peddarikam,A. M. Rathnam,unknown,Raj-Koti,Jagapati Babu,unknown,unknown,1992
1305,Pellam Chatu Mogudu,Relangi Narasimha Rao,unknown,J. V. Raghavulu,Dasari Narayana Rao,unknown,unknown,1992
1306,Pellam Chebithe Vinali,Kodi Ramakrishna,unknown,Chakravarthy,Harish Kumar,unknown,unknown,1992
1307,Pellante Noorella Panta,Muthyala Subbaiah,unknown,unknown,S. P. Balasubrahmanyam,unknown,unknown,1992
1308,Pellaniki Premalekha Priyuraliki Subhalekha,Relangi Narasimha Rao,unknown,J. V. Raghavulu,Rajendra Prasad,unknown,unknown,1992
1309,Pelli Neeku Sukham Naaku,P. N. Ramchandra Rao,unknown,Raj-Koti,Naresh,unknown,unknown,1992
1310,Police Brothers,Mohan Gandhi,unknown,unknown,Vinod Kumar,unknown,unknown,1992
1311,Pranadaata,Mohan Gandhi,unknown,Raj-Koti,Akkineni Nageswara Rao,unknown,unknown,1992
1312,Prema Drohi,Kondaveeti Satyam,unknown,unknown,Brahmanandam,unknown,unknown,1992
1313,Prema Shikharam,Satya Gopla Ram,unknown,unknown,Prashanth,unknown,unknown,1992
1314,Prema Vijeta,K. Sadasiva Rao,unknown,Ilaiyaraaja,Suresh,unknown,unknown,1992
1315,President Gari Pellam,A. Kodandarami Reddy,unknown,M. M. Keeravani,Akkineni Nagarjuna,unknown,unknown,1992
1316,Priyathama,Geetha Krishna,unknown,Ilaiyaraaja,"Raghu, ",unknown,unknown,1992
1317,Public Rowdy,Sagar,unknown,Raj-Koti,Bhanuchander,unknown,unknown,1992
1318,Raguluthunna Bharatham,Allani Sridhar,unknown,unknown,ANR,unknown,unknown,1992
1319,Rakta Tarpanam,Krishna Ghattamaneni,unknown,Bappi Lahiri,Krishna,unknown,unknown,1992
1320,Rowdy Inspector,B. Gopal,unknown,Bappi Lahiri,Balakrishna Nandamuri,unknown,unknown,1992
1321,Sahasam,Suresh Krissna,unknown,unknown,Jagapathi Babu,unknown,unknown,1992
1322,Samrat Ashoka,NTR,unknown,unknown,"NTR, ",unknown,unknown,1992
1323,Seetapathi Chalo Tirupathi,Vijaya Bapineedu,unknown,unknown,Rajendra Prasad,unknown,unknown,1992
1324,Seetharatnam Gari Abbayi,E. V. V. Satyanarayana,unknown,unknown,Vanisri,unknown,unknown,1992
1325,Subba Rayudi Pelli,Dasari Narayana Rao,unknown,unknown,Rajendra Prasad,unknown,unknown,1992
1326,Sundarakanda,K. Raghavendra Rao,unknown,M. M. Keeravani,Daggubati Venkatesh,unknown,unknown,1992
1327,Swati Kiranam,K. Vishwanath,unknown,K. V. Mahadevan,Mammootty,unknown,unknown,1992
1328,Teja,N. Hari Babu,unknown,unknown,Master Tarun,unknown,unknown,1992
1329,Valu Jada Tolu Beltu,Vijaya Bapineedu,unknown,unknown,Rajendra Prasad,unknown,unknown,1992
1330,Yagnam,Gutha Ramineedu,unknown,unknown,P. L. Narayana,unknown,unknown,1992
1331,Aagraham,K. S. Ravikumar,unknown,unknown,Rajasekhar,unknown,unknown,1993
1332,Aadarsham,unknown,unknown,unknown,Jagapathi Babu,unknown,unknown,1993
1333,Aasayam,Mohan Gandhi,unknown,unknown,Vijayashanti,unknown,unknown,1993
1334,Abbaigaru,E. V. V. Satyanarayana,unknown,M. M. Keeravani,Daggubati Venkatesh,unknown,unknown,1993
1335,Akka Pettanam Chelleli Kapuram,Dasari Narayana Rao,unknown,unknown,Rajendra Prasad,unknown,unknown,1993
1336,Allari Alludu,A. Kodandarami Reddy,unknown,M. M. Keeravani,Akkineni Nagarjuna,unknown,unknown,1993
1337,Allari Priyudu,K. Raghavendra Rao,unknown,M. M. Keeravani,Rajasekhar,unknown,unknown,1993
1338,Amma Koduku,Vadde Ramesh,unknown,Ilaiyaraaja,Rajasekhar,unknown,unknown,1993
1339,Bangaru Bullodu,Raviraja Pinisetty,unknown,Raj-Koti,Nandamuri Balakrishna,unknown,unknown,1993
1340,Bava Bavamaridi,Sarath,unknown,Raj-Koti,Suman,unknown,unknown,1993
1341,Chirunavvula Varamistava,N. H. Chandra,unknown,unknown,Vikram,unknown,unknown,1993
1342,Chittemma Mogudu,Kodi Ramakrishna,unknown,M. M. Keeravani,Mohan Babu,unknown,unknown,1993
1343,Detective Narada,Vamshi,unknown,Ilaiyaraaja,Mohan Babu,unknown,unknown,1993
1344,Evandi Aavida Vachindi,E. V. V. Satyanarayana,unknown,unknown,Sobhan Babu,unknown,unknown,1993
1345,Gaayam,Ram Gopal Varma,unknown,unknown,Jagapathi Babu,unknown,unknown,1993
1346,Jamba Lakidi Pamba,E. V. V. Satyanarayana,unknown,Raj-Koti,Naresh,unknown,unknown,1993
1347,Joker,Vamshi,unknown,Vamshi,Rajendra Prasad,unknown,unknown,1993
1348,Kannayya Kittayya,Relangi Narasimha Rao,unknown,"
",Rajendra Prasad,unknown,unknown,1993
1349,Kondapalli Raja,Raviraja Pinisetty,unknown,M. M. Keeravani,Daggubati Venkatesh,unknown,unknown,1993
1350,Kongu Chatu Krishnudu,K. Ajay Kumar,unknown,Sri,Naresh,unknown,unknown,1993
1351,Kunti Putrudu,Dasari Narayana Rao,unknown,Ilaiyaraaja,Mohan Babu,unknown,unknown,1993
1352,Mahanadi,Santhana Bharathi,unknown,Ilaiyaraaja,Kamal Hassan,unknown,unknown,1993
1353,Major Chandrakanth,K. Raghavendra Rao,unknown,M. M. Keeravani,N.T. Rama Rao,unknown,unknown,1993
1354,Manavarali Pelli,P N Ramachandra Rao,unknown,Vidyasagar,Harish,unknown,unknown,1993
1355,Matru Devo Bhava,K. Ajay Kumar,unknown,unknown,Madhavi,unknown,unknown,1993
1356,Mayalodu,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Rajendra Prasad,unknown,unknown,1993
1357,Mechanic Alludu,B. Gopal,unknown,Raj-Koti,Chiranjeevi,unknown,unknown,1993
1358,Money,Shiva Nageswara Rao,unknown,Sri,J. D. Chakravarthy,unknown,unknown,1993
1359,Mister Pellam,Bapu,unknown,M. M. Keeravani,Rajendra Prasad,unknown,unknown,1993
1360,Mutha Mestri,A. Kodandarami Reddy,unknown,Raj-Koti,Chiranjeevi,unknown,unknown,1993
1361,Nippu Ravva,A. Kodandarami Reddy,unknown,Bappi Lahiri,Balakrishna Nandamuri,unknown,unknown,1993
1362,One By Two,Shiva Nageswara Rao,unknown,unknown,Meka Srikanth,unknown,unknown,1993
1363,Parugo Parugu,Relangi Narasimha Rao,unknown,Raj-Koti,Rajendra Prasad,unknown,unknown,1993
1364,Paruvu Pratishta,V. C. Guhanathan,unknown,Raj-Koti,"Suman, Suresh, Malasri, Lakshmi, Srividya, Raj Kumar, Srinath",unknown,unknown,1993
1365,Pekata Papa Rao,Y Nageshwara Rao,unknown,Koti,Rajendra Prasad,unknown,unknown,1993
1366,Pillalu Diddina Kapuram,Perala,unknown,unknown,Jagapathi Babu,unknown,unknown,1993
1367,Prema Pusthakam,Gollapudi Srinivas,unknown,unknown,Ajith Kumar,unknown,unknown,1993
1368,Rajendrudu Gajendrudu,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Rajendra Prasad,unknown,unknown,1993
1369,Rajeswari Kalyanam,Kranthi Kumar,unknown,unknown,ANR,unknown,unknown,1993
1370,Rakshana,Uppalapati Narayana Rao,unknown,M. M. Keeravani,Akkineni Nagarjuna,unknown,unknown,1993
1371,Ratha Sarathi,Sarath,unknown,unknown,ANR,unknown,unknown,1993
1372,Rendilla Poojari,T Prabhakar,unknown,M. M. Keeravani,Suman,unknown,unknown,1993
1373,Rowdy Annayya,Tammareddy Bharadwaja,unknown,Action,Ghattamaneni Krishna,unknown,unknown,1993
1374,Srinatha Kavi Sarvabhowmudu,Bapu,unknown,unknown,N. T. Rama Rao,unknown,unknown,1993
1375,Tholi Muddhu,K. Reddy,unknown,unknown,Divya Bharti,unknown,unknown,1993
1376,Topi Raja Sweety Roja,N Shiva Prasad,unknown,Rajendra Prasad,Rajendra Prasad,unknown,unknown,1993
1377,Varasudu,E. V. V. Satyanarayana,unknown,M. M. Keeravani,Krishna,unknown,unknown,1993
1378,Aame,E. V. V. Satyanarayana,unknown,Vidyasagar,Srikanth,unknown,unknown,1994
1379,Aavesham,Kodi Ramakrishna,unknown,M. M. Keeravani,Rajasekhar,unknown,unknown,1994
1380,Alibaba Aradajanu Dongalu,E. V. V. Satyanarayana,unknown,Vidyasagar,Rajendra Prasad,unknown,unknown,1994
1381,Allari Premikudu,K. Raghavendra Rao,unknown,M. M. Keeravani,Jagapathi Babu,unknown,unknown,1994
1382,Allarodu,K. Ajay Kumar,unknown,unknown,Rajendra Prasad,unknown,unknown,1994
1383,Ammayi Kapuram,Muthyala Subbaiah,unknown,unknown,Ali,unknown,unknown,1994
1384,Angarakshakudu,Joshi(Malayalam),unknown,M. M. Keeravani,Rajasekhar,unknown,unknown,1994
1385,Anna,Muthyala Subbaiah,unknown,M. M. Keeravani,Rajasekhar,unknown,unknown,1994
1386,Bangaru Kutumbam,Dasari Narayana Rao,unknown,Raj-Koti,Akkineni Nageswara Rao,unknown,unknown,1994
1387,Bhairava Dweepam,Singeetam Srinivasa Rao,unknown,Madavapeddi Suresh,Nandamuri Balakrishna,unknown,unknown,1994
1388,Bhale Pellam,Kranthi Kumar,unknown,Deva,Jagapathi Babu,unknown,unknown,1994
1389,Bobbili Simham,A. Kodandarami Reddy,unknown,M. M. Keeravani,Nandamuri Balakrishna,unknown,unknown,1994
1390,Brahmachari Mogudu,Relangi Narasimha Rao,unknown,Raj-Koti,Rajendra Prasad,unknown,unknown,1994
1391,Captain,Kodi Ramakrishna,unknown,unknown,R. Sarathkumar,unknown,unknown,1994
1392,Criminal,Mahesh Bhatt,unknown,M. M. Keeravani,Akkineni Nagarjuna,unknown,unknown,1994
1393,Gandeevam,Priyadarshan,unknown,M. M. Keeravani,Akkineni Nageswara Rao,unknown,unknown,1994
1394,Gangmaster,B. Gopal,unknown,unknown,Rajasekhar,unknown,unknown,1994
1395,Gharana Alludu,Muppalaneni Shiva,unknown,M. M. Keeravani,Krishna,unknown,unknown,1994
1396,Govinda Govinda,Ram Gopal Varma,unknown,Raj-Koti,Nagarjuna Akkineni,unknown,unknown,1994
1397,Hello Brother,E. V. V. Satyanarayana,unknown,Raj-Koti,Nagarjuna Akkineni,unknown,unknown,1994
1398,Jailor Gaari Abbayi,Sarath Babu,unknown,unknown,Krishnam Raju,unknown,unknown,1994
1399,Kooturu,Srinivasa Rao,unknown,Nalluri Sudheer Kumar,Srikanth,unknown,unknown,1994
1400,Lucky Chance,Siva Nageswara Rao,unknown,unknown,Rajendra Prasad,unknown,unknown,1994
1401,M Dharmaraju M.A.,Ravi Raja Pinisetty,unknown,Raj-Koti,Mohan Babu,unknown,unknown,1994
1402,Madam,Singeetam Srinivasa Rao,unknown,unknown,Rajendra Prasad,unknown,unknown,1994
1403,Maga Rayudu,E. V. V. Satyanarayana,unknown,unknown,Karthik,unknown,unknown,1994
1404,Muddula Priyudu,K. Raghavendra Rao,unknown,M. M. Keeravani,Daggubati Venkatesh,unknown,unknown,1994
1405,Mugguru Monagallu,K. Raghavendra Rao,unknown,Vidyasagar,Chiranjeevi,unknown,unknown,1994
1406,Number One,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Krishna,unknown,unknown,1994
1407,Palnati Pourusham,Muthyala Subbaiah,unknown,A. R. Rahman,Krishnam Raju,unknown,unknown,1994
1408,Pelli Koduku,Bapu,unknown,M. M. Keeravani,Naresh,unknown,unknown,1994
1409,Pokkiri Raja,A. Kodandarami Reddy,unknown,Raj-Koti,Daggubati Venkatesh,unknown,unknown,1994
1410,Punyabhoomi Naa Desam,A. Kodandarami Reddy,unknown,Bappi Lahiri,Mohan Babu,unknown,unknown,1994
1411,S. P. Parasuram,Raviraja Pinisetty,unknown,M. M. Keeravani,Chiranjeevi,unknown,unknown,1994
1412,Shubhalagnam,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Jagapathi Babu,unknown,unknown,1994
1413,Super Police,K. Muralimohan Rao,unknown,A. R. Rahman,Daggubati Venkatesh,unknown,unknown,1994
1414,Teerpu,Uppalapati Narayana Rao,unknown,unknown,Akkineni Nageswara Rao,unknown,unknown,1994
1415,Top Hero,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Balakrishna,unknown,unknown,1994
1416,Vaddu Bava Thappu,K. Ajay Kumar,unknown,unknown,Rajendra Prasad,unknown,unknown,1994
1417,Yamaleela,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Satyanarayana Kaikala,unknown,unknown,1994
1418,Aadaalla Majaka,Muthyala Subbaiah,unknown,unknown,Vikram,unknown,unknown,1995
1419,Aayanaki Iddaru,E. V. V. Satyanarayana,unknown,unknown,Jagapati Babu,unknown,unknown,1995
1420,Adavi Dora,K. Sadasivarao,unknown,unknown,Sobhan Babu,unknown,unknown,1995
1421,Alluda Majaka,E. V. V. Satyanarayana,unknown,Koti,Chiranjeevi,unknown,unknown,1995
1422,Amma Donga,Sagar,unknown,Raj-Koti,Krishna,unknown,unknown,1995
1423,Ammoru,Kodi Ramakrishna,unknown,Sri,Suresh,unknown,unknown,1995
1424,Aunty,Mouli,unknown,unknown,Jayasudha,unknown,unknown,1995
1425,Ayanaku Iddaru,E. V. V. Satyanarayana,unknown,Koti,Jagapathi Babu,unknown,unknown,1995
1426,Bhale Bullodu,Sarath Babu,unknown,unknown,Jagapathi Babu,unknown,unknown,1995
1427,Big Boss,Vijaya Bapineedu,unknown,Raj-Koti,Chiranjeevi,unknown,unknown,1995
1428,Chilakapachcha Kaapuram,Kodi Ramakrishna,unknown,unknown,Jagapathi Babu,unknown,unknown,1995
1429,Criminal,K. S. Rama Rao,unknown,M. M. Keeravani,Nagarjuna Akkineni,unknown,unknown,1995
1430,Ghatotkachudu,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Satyanarayana Kaikala,unknown,unknown,1995
1431,Gharana Bullodu,K. Raghavendra Rao,unknown,M. M. Keeravani,Akkineni Nagarjuna,unknown,unknown,1995
1432,God Father,Kodi Ramakrishna,unknown,unknown,Vinod Kumar,unknown,unknown,1995
1433,Ketu Duplicate,Relangi Narasimha Rao,unknown,Koti,Rajendra Prasad,unknown,unknown,1995
1434,Lingababu Love Story,Vamsy,unknown,unknown,Rajendra Prasad,unknown,unknown,1995
1435,Maato Pettukoku,A. Kodandarami Reddy,unknown,Madhavapeddi Suresh,Nandamuri Balakrishna,unknown,unknown,1995
1436,Maya Bazaar,Dasari Narayana Rao,unknown,unknown,ANR,unknown,unknown,1995
1437,Money Money,Shiva Nageswara Rao,unknown,K. Srinivas,Jagapathi Babu,unknown,unknown,1995
1438,Mounam,C. Umamaheshwara Rao,unknown,unknown,Arvind Swamy,unknown,unknown,1995
1439,Mummy Mee Aayanochadu,K. Ajay Kumar,unknown,unknown,Rajendra Prasad,unknown,unknown,1995
1440,Nirantharam,unknown,unknown,unknown,Raghubir Yadav,unknown,unknown,1995
1441,Pedarayudu,Raviraja Pinisetty,unknown,Koti,Mohan Babu,unknown,unknown,1995
1442,Pelli Sandadi,K. Raghavendra Rao,unknown,M. M. Keeravani,Srikanth,unknown,unknown,1995
1443,Pokiri Raja,A. Kodandarami Reddy,unknown,unknown,Daggubati Venkatesh,unknown,unknown,1995
1444,Punya Bhoomi Naa Desam,A. Kodandarami Reddy,unknown,unknown,Mohan Babu,unknown,unknown,1995
1445,Raja Simham,unknown,unknown,unknown,Rajasekhar,unknown,unknown,1995
1446,Rikshavodu,Kodi Ramakrishna,unknown,Raj-Koti,Chiranjeevi,unknown,unknown,1995
1447,Sankalpam,A. M. Rathnam,unknown,unknown,Jagapati Babu,unknown,unknown,1995
1448,Sisindri,Shiva Nageswara Rao,unknown,Raj,Nagarjuna,unknown,unknown,1995
1449,Sogasu Chuda Taramaa?,Gunasekhar,unknown,Bharathwaj,Naresh,unknown,unknown,1995
1450,Stri,K. S. Sethumadhavan,unknown,unknown,Rohini,unknown,unknown,1995
1451,Subha Sankalpam,K. Vishwanath,unknown,M. M. Keeravani,Kamal Haasan,unknown,unknown,1995
1452,Subhamastu,Bhimaneni Srinivasa Rao,unknown,unknown,Jagapati Babu,unknown,unknown,1995
1453,Taj Mahal,Muppulaleni Siva,unknown,M. M. Sreelekha,Srikanth,unknown,unknown,1995
1454,Vajram,S. V. Krishna Reddy,unknown,unknown,Akkineni Nagarjuna,unknown,unknown,1995
1455,Adirindi Alludu,E. V. V. Satyanarayana,unknown,M. M. Keeravani,Mohan Babu,unknown,unknown,1996
1456,Akka! Bagunnava?,Mouli,unknown,Koti,Vikram,unknown,unknown,1996
1457,Akkada Ammayi Ikkada Abbayi,E. V. V. Satyanarayana,unknown,Koti,Pawan Kalyan,unknown,unknown,1996
1458,Akkum Bakkum,K. Ram Gopal,unknown,Vidyasagar,Ali,unknown,unknown,1996
1459,Amma Ammani Choodalanivundi,Sagar,unknown,Vandemataram Srinivas,"Vinod Kumar, ",unknown,unknown,1996
1460,Amma Durgamma,Vandemataram Srinivas,unknown,Somayajula Murthy,Shashikumar,unknown,unknown,1996
1461,Bala Ramayanam,Guna Sekhar,unknown,Madavapeddi Suresh,Jr. NTR,unknown,unknown,1996
1462,Bombay Priyudu,K. Raghavendra Rao,unknown,M. M. Keeravani,J. D. Chakravarthy,unknown,unknown,1996
1463,Chinnabbayi,K. Vishwanath,unknown,Illyaraja,Daggubati Venkatesh,unknown,unknown,1996
1464,Deyyam,Ram Gopal Varma,unknown,Vishwanatha Satyanarayana,J. D. Chakravarthy,unknown,unknown,1996
1465,Dharma Chakram,Suresh Krishna,unknown,M. M. Sreelekha,Daggubati Venkatesh,unknown,unknown,1996
1466,Drohi,P. C. Sreeram,unknown,Deva,Kamal Hassan,unknown,unknown,1996
1467,Family,Vijaya Bapineedu,unknown,unknown,Rajendra Prasad,unknown,unknown,1996
1468,Gulabi,Krishna Vamshi,unknown,Shashi Pritam,J. D. Chakravarthy,unknown,unknown,1996
1469,Gunshot,S. V. Krishna Reddy,unknown,unknown,Ali,unknown,unknown,1996
1470,Intlo Illalu Vantintlo Priyuralu,E. V. V. Satyanarayana,unknown,Koti,Daggubati Venkatesh,unknown,unknown,1996
1471,Jabilamma Pelli,A. Kodandarami Reddy,unknown,M. M. Keeravani,Jagapathi Babu,unknown,unknown,1996
1472,Ladies Doctor,Ramu,unknown,unknown,Rajendra Prasad,unknown,unknown,1996
1473,Little Soldiers,Gangaraju Gunnam,unknown,Sri,Baladitya,unknown,unknown,1996
1474,Maa Aavida Collector,Kodi Ramakrishna,unknown,Vandemataram Srinivas,Jagapathi Babu,unknown,unknown,1996
1475,Maavichiguru,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Jagapathi Babu,unknown,unknown,1996
1476,Merupu,Gopichand Nadella,unknown,Ramani Bharadwaja,Vikram,unknown,unknown,1996
1477,Mrugam,Rudrajj Suresh Varma,unknown,Raj,J. D. Chakravarthy,unknown,unknown,1996
1478,Ninne Pelladata,Krishna Vamsi,unknown,Sandeep Chowta,Nagarjuna Akkineni,unknown,unknown,1996
1479,Ooha,Sivala Prabhakar,unknown,Vidya Sagar,Vikram,unknown,unknown,1996
1480,Pavitra Bandham,Muthyala Subbaiah,unknown,M. M. Keeravani,Daggubati Venkatesh,unknown,unknown,1996
1481,Pittala Dora,Sana Yadireddy,unknown,Ramani Bharadwaja,Aali,unknown,unknown,1996
1482,Rambantu,Bapu,unknown,M. M. Keeravani,Rajendra Prasad,unknown,unknown,1996
1483,Ramudochadu,A. Kodandarami Reddy,unknown,Raj,Akkineni Nagarjuna,unknown,unknown,1996
1484,Rayudugaru Nayudugaru,Dasari Narayana Rao,unknown,M. M. Keeravani,ANR,unknown,unknown,1996
1485,Sahasa Veerudu Sagara Kanya,K. Raghavendra Rao,unknown,M. M. Keeravani,Daggubati Venkatesh,unknown,unknown,1996
1486,Sarada Bullodu,Raviraja Pinisetty,unknown,Koti,Daggubati Venkatesh,unknown,unknown,1996
1487,Sri Krishnarjuna Vijayam,Singeetam Srinivasa Rao,unknown,Madavapeddi Suresh,Balakrishna,unknown,unknown,1996
1488,Srikaram,C. Uma Maheswara Rao,unknown,unknown,Jagapati Babu,unknown,unknown,1996
1489,Vamsanikokkadu,Sarath,unknown,Koti,Balakrishna,unknown,unknown,1996
1490,Vinodam,S. V. Krishna Reddy,unknown,unknown,Meka Srikanth,unknown,unknown,1996
1491,Aahvaanam,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Srikanth,unknown,unknown,1997
1492,Aaro Pranam,K. Veery,unknown,K. Veeru,Vineeth,unknown,unknown,1997
1493,Abbaigari Pelli,Sharath,unknown,Koti,Suman,unknown,unknown,1997
1494,Anaganaga Oka Roju,Ram Gopal Varma,unknown,Sri,J. D. Chakravarthy,unknown,unknown,1997
1495,Annamayya,K. Raghavendra Rao,unknown,M. M. Keeravani,Nagarjuna Akkineni,unknown,unknown,1997
1496,Chilakkottudu,E. V. V. Satyanarayana,unknown,Koti,Jagapati Babu,unknown,unknown,1997
1497,Chinnabbayi,K. Viswanath,unknown,Ilayaraja,Daggubati Venkatesh,unknown,unknown,1997
1498,Collector Garu,B. Gopal,unknown,Koti,Mohan Babu,unknown,unknown,1997
1499,Devudu,Raviraja Pinisetty,unknown,Sirpy,Balakrishna,unknown,unknown,1997
1500,Dongaata,Kodi Ramakrishna,unknown,Ramani Bhardawaj,Jagapati Babu,unknown,unknown,1997
1501,Egire Paavurama,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,Srikanth,unknown,unknown,1997
1502,Gokulamlo Seeta,Muthyala Subbaiah,unknown,Koti,Pawan Kalyan,unknown,unknown,1997
1503,Hitler,Muthyala Subbaiah,unknown,Koti,Chiranjeevi,unknown,unknown,1997
1504,Jai Bajarangabhali,T. Prabhakar,unknown,Koti,Rajendra Prasad,unknown,unknown,1997
1505,Kurralla Rajyam,Boyapati Kameswara Rao,unknown,Vandemataram. Sreenivas,Vikram,unknown,unknown,1997
1506,Maa Nannaku Pelli,E. V. V. Satyanarayana,unknown,Koti,Krishnam Raju,unknown,unknown,1997
1507,Mama Bagunnava,Kodi Ramakrishna,unknown,Vidya Sagar,Rajendra Prasad,unknown,unknown,1997
1508,Master,Suresh Krishna,unknown,Deva,Chiranjeevi,unknown,unknown,1997
1509,Muddula Mogudu,A. Kodandarami Reddy,unknown,Koti,Balakrishna,unknown,unknown,1997
1510,Oka Chinna Maata,Muthyala Subbaiah,unknown,Ramani Bhardawaj,Jagapati Babu,unknown,unknown,1997
1511,Omkaram,Upendra,unknown,Hamsalekha,Rajasekhar,unknown,unknown,1997
1512,Osey Ramulamma,Dasari Narayana Rao,unknown,Vandemataram Srinivas,Vijayashanti,unknown,unknown,1997
1513,Peddannayya,Sharat,unknown,Koti,Balakrishna,unknown,unknown,1997
1514,Pelli,Kodi Ramakrishna,unknown,S. A. Rajkumar,"Vadde Naveen, ",unknown,unknown,1997
1515,Pelli Chesukundam,Muthyala Subbaiah,unknown,Koti,Venkatesh,unknown,unknown,1997
1516,Pelli Pandiri,Kodi Ramakrishna,unknown,Vandemataram Srinivas,Jagapati Babu,unknown,unknown,1997
1517,Preminchukundam Raa,Jayanth C. Paranjee,unknown,Mahesh Mahadevan,Daggubati Venkatesh,unknown,unknown,1997
1518,Priya O Priya,Muppulaneni Shiva,unknown,Koti,"Vadde Naveen, ",unknown,unknown,1997
1519,Priyaragalu,A. Kodandarami Reddy,unknown,M. M. Keeravani,Jagapati Babu,unknown,unknown,1997
1520,Sindhooram,Krishna Vamsi,unknown,Sri Kommineni,Ravi Teja,unknown,unknown,1997
1521,Subhakankshalu,Bhimaneni Srinivasa Rao,unknown,S. A. Rajkumar,Jagapathi Babu,unknown,unknown,1997
1522,Surya Putrulu,C. Umamaheswara Rao,unknown,M. M. Keeravani,Mammootty,unknown,unknown,1997
1523,Suswagatham,Bhimaneni Srinivasa Rao,unknown,S. A. Rajkumar,Pawan Kalyan,unknown,unknown,1997
1524,Taraka Ramudu,R. V. Udayakumar,unknown,Koti,Srikanth,unknown,unknown,1997
1525,Thaali,E. V. V. Satyanarayana,unknown,Vidya Sagar,Srikanth,unknown,unknown,1997
1526,Veedevadandi Babu,E. V. V. Satyanarayana,unknown,Sirpy,Mohan Babu,unknown,unknown,1997
1527,Ugadi,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,S. V. Krishna Reddy,unknown,unknown,1997
1528,Aahaa..!,Suresh Krishna,unknown,Vandemataram Srinivas,Jagapathi Babu,unknown,unknown,1998
1529,Aavida Maa Aavide,E. V. V. Satyanarayana,unknown,Sri,Nagarjuna Akkineni,unknown,unknown,1998
1530,Abhishekam,S. V. Krishna Reddy,unknown,S. V. Krishna Reddy,"S. V. Krishna Reddy, ",unknown,unknown,1998
1531,All Rounder,T. Prabhakar,unknown,Veena Pani,Rajendra Prasad,unknown,unknown,1998
1532,Andaru Herole,K. Umakanth,unknown,Vijay,Ali,unknown,unknown,1998
1533,Antahpuram,Krishna Vamsi,unknown,Ilaiyaraaja,Soundarya,unknown,unknown,1998
1534,Auto Driver,Suresh Krishna,unknown,Deva,Nagarjuna Akkineni,unknown,unknown,1998
1535,Ayanagaru,N Satya,unknown,VidyaSagar,Srikanth,unknown,unknown,1998
