,Title,Director,Production,Music Composer,Cast,Genre,Release Date,Year
2062,Radha My Darling,"Bairisetty Bhaskara Rao
","
",unknown,Chiranjeevi,unknown,"
",1982
2063,Radhamma Mogudu,"
","
",unknown,unknown,unknown,"
",1982
2064,Rangoon Raja,"G. N. Rangarajan
","Alayamman Creations
","Ilaiyaraaja
","Kamal Haasan, Sujatha, Ambika, Nagesh
","(U) CBFC 19 May 1982
","21 May 1982
",1982
2065,Savaal,"Boyina Subba Rao
","G.V.K. Combines
","Satyam
","Mohan Babu, Sumalatha, Kaikala Satyanarayana, Allu Rama Lingaiah, Giri Babu, Rajyalakshmi, Syamala, Vijaya Lalitha
","(A) CBFC 16 November 1982
","20 November 1982
",1982
2066,Savitri,"Bharathan
","Lena Productions
","M. S. Viswanathan
","Vinodh, Menaka
","
","1 January 1982
",1982
2067,Shamsher Shanker,"K. S. R. Das (Story/Direction)
","Makkal Thilagam Movies
","Satyam
","Krishna, Sridevi
","(U)
","22 October 1982
",1982
2068,Sitadevi,"Eranhi Sharma
","
",unknown,Chiranjeevi,unknown,"
",1982
2069,Sri Lakshmi Nilayam,"
","
",unknown,unknown,unknown,"
",1982
2070,Subbarao Ki Kopam Vachhindi,"Dhavala Satyam
","Doondi
","Satyam
",unknown,unknown,"5 February 1982
",1982
2071,Subhalekha,K. Viswanath,"
",unknown,Chiranjeevi,unknown,"
",1982
2072,Swayamvaram,"
","
",unknown,unknown,unknown,"
",1982
2073,Telugunadu,"
","
",unknown,unknown,unknown,"
",1982
2074,Talli Kodukula Anubandham,"K. S. R. Das
","
",unknown,"Krishnam Raju, Sridevi",unknown,"
",1982
2075,Tharangini,"Kodi Ramakrishna
","Prathap Art Productions
","J. V. Raghavulu
","Suman, Tharangini, Bhanuchandar, Gollapudi, P.L. Narayana, Purnima,
",unknown,"
",1982
2076,Tingu Rangadu,T. L. V. Prasad,"Anil Productions
","Chakravathi
",Chiranjeevi,unknown,"1 October 1982
",1982
2077,Trisulam,"K. Raghavendra Rao
","
",unknown,"Krishnam Raju, Sridevi",drama,"
",1982
2078,Vamsha Gowravam,"
","
",unknown,unknown,unknown,"
",1982
2079,Vasantha Kokila,Balu Mahendra,"Vigneswara Art Creations
",Ilaiyaraaja,"Kamal Haasan, Sridevi
","
","14 October 1982
",1982
2080,Vayyari Bhamalu Vagalamari Bhartalu,Katta Subba Rao,"G.R.P. Art Pictures
",Rajan–Nagendra,N. T. Rama Rao,unknown,"
",1982
2081,Vijaya Bheri,"Vijay (Vijay Reddy)
","Ganapathi Enterprises
","
","Rajkumar, Jaya Prada, Jayachitra, etc.
","
","23 January 1982
",1982
2082,Viplava Shankam,"
","
",unknown,unknown,unknown,"
",1982
2083,Yama Kinkarudu,"Raj Bharat
","Gita Creative Arts
","Chandrasekar
","Chiranjeevi, ","Action/Crime/Disco
","22 October 1982
",1982
2084,Yuvraj,"Dasari Narayana Rao
","
",unknown,"Akkineni Nageswara Rao, Jayasudha, Sujatha",unknown,"
",1982
2085,Aalaya Sikharam,Kodi Ramakrishna,Sri Lalitha Movies,Chakravarthy,Chiranjeevi,"PG(UA)
","7 May 1983
",1983
2086,Adavalle Aligithe,"Satyanarayana Vejella
","Vijayachitra Pictures
",Krishna - Chakra,Rajendra Prasad,"UComedy
","3 December 1983
",1983
2087,Abhilasha,A. Kodandarami Reddy,unknown,Ilaiyaraaja,Chiranjeevi,(A),"11 March 1983
",1983
2088,Adadhi Aata Bommaa!,"R. K. Battula (Story/Direction)
","R. K. Battula Productions
","Gopalakrishna
","Sekthi, Sony, Saikiran, S.S. Reddy, Raviraj, R. M. Joshi, Prabhakar, Umarani, Chitralekha, Jyothikiran, A. Radhakrishna, Sodala Prabhakar, Narasimha Reddy
","(A)
","??.??.1983
",1983
2089,Adavi Simhalu,K. Raghavendra Rao,"Vaijayanthi Movies
","Chakravarthy
",Krishnam Raju,"Scope U
","28 April 1983
",1983
2090,Agni Jwala,"Boyina Subba Rao, Tripuraneni Varaprasad
","G.V.K. Combines
","Satyam
",Mohan Babu,"
","14 July 1983
",1983
2091,Agni Samadhi,K. S. R. Das,"Makkal Thilagam Pictures
","Satyam
","Naresh, Kaikala Satyanarayana, Jaggaiah, Rao Gopala Rao,
","(A)
","21 October 1983
",1983
2092,Akka Mogudu Chelleli Kapuram,"Katta Subba Rao
","Sowmya International
","Chakravathy
","Chandra Mohan, Prabha, Kavitha, Ramji,
","(A)
","14 January 1983
",1983
2093,Amarajeevi,Jandhyala,"Jyothi Art Creations
",Chakravarthy,Akkineni Nageswara Rao,unknown,"19 August 1983
",1983
2094,Amayakudu Kadhu Asadhyudu,"Vijaya Nirmala
","Sesirekha Movies
","Satyam
","Krishna Gattamaneni, Jayasudha, Anjali Devi,
","
","30 June 1983
",1983
2095,Amayaka Chakravarthy,"Janardhan
","Lalini Chitra
","Krishna & Chakra
","Chandra Mohan, Vijaya Santhi, ","(A)
","25 March 1983
",1983
2096,Andhra Kesari,"Thirumalai, Vijayachander
","Radha Chitra Combines
","Satyam
",Vijaya Chandher,"(U) CBFC
","20 May 1983
",1983
2097,Antham Chusina Adadhi,"
","J. W. International
","
","
","(A) CBFC
","10 June 1983
",1983
2098,Apadhbandhavulu,"
","Sri Aparna Movies
","
","
","(U) CBFC
","NR
",1983
2099,Bahudoorapu Batasari,"Dasari Narayana Rao
","Tharaka Prabhu Films
",Ramesh Naidu,Akkineni Nageswara Rao,(U),"19 May 1983
",1983
2100,Balidaanam,S. A. Chandrasekhar,"Santhosh Art Movies
",Chakravarthy,Shoban Babu,"(A)
","1 January 1983
",1983
2101,Bandhipotu Rudramma,"K. S. Reddy
","
","Satyam
","Kavitha, Vijaya Lalitha, Narasimha Raju, Jeeva
","(A)
","9 April 1983
",1983
2102,Bezawada Bebbuli,Vijaya Nirmala,Sri Vijaya Rama Pictures,Chakravarthy,Sivaji Ganesan,unknown,"14 January 1983
",1983
2103,Bhairava Kona,"This needs further verification
","Sri Sai Datta Films
","
","
","(A) CBFC
","??.??.1983
",1983
2104,Bhama Rukmini,"R. Bhaskaran
","S.V.S Creations
","M. S. Viswanathan
","K. Bhagyaraj, Raadhika, Praveena, Nagesh
","(U) CBFC
","15 October 1983
",1983
2105,Bharathamma Muddu Biddalu,"Veera
","Fabina Art Creations
","K. S. Murthy
","
","CBFC not found
","??.??.1983
",1983
2106,Bharya Bharthala Sawal,"Chandrashekar Reddy
","Padmaja Kalamadhir
","Raj-Koti
","Mohan Babu, Sumalatha, Rao Gopala Rao, Aruna, Rajesh, Nutan Prasad, Syamala Gowri
","
","7 October 1983
",1983
2107,C I D Simham,"Joe Simon
","Dinesh Arts
","Satyam
","Vishnuvardha, Kajal Kiran,
","(A) CBFC
","??.??.1983
",1983
2108,Challenge Vetagallu,S. V. Rajendra Singh,"Sri Vigneswara Cine Art Creations
",Ilayaraja,"Ambareesh, Shankar Nag, Jayamala, Swapna, M. P. Shankar
","
","23 June 1983
",1983
2109,Chanda Sasanudu,"N. T. Rama Rao
",unknown,unknown,N. T. Rama Rao,unknown,"28 May 1983
",1983
2110,Chandi Chamundi,"K. S. Reddy
","Surekha Pictures
","Satyam
","Kavitha, Vijaya Lalitha, Nutan Prasad, Sakshi Rangarao, Jeeva, Bindu Ghosh
","
","16 December 1983
",1983
2111,Chandi Rani,"P. Chandrasekhara Reddy
","Sri Vani Arts
","Raj-Koti
","Suman, Kavitha, Syamala Gowri, Gollapudi, Jayamala, Radha Kumari
","(A)
","11 November 1983
",1983
2112,Chattam,K. Vijayan,"Suresh Arts
",Gangai Amaran,Kamal Haasan,"
","4 November 1983
",1983
2113,Chattaniki Sawal,M. Karnan,"G. C. Arts
","Shankar Ganesh, Ramakrishna Raja
",Suman,"
","16 December 1983
",1983
2114,Chattaniki Veyi Kallu,"Vijaya Nirmala
","Ranjit Arts
","Chakravarthy
","Krishna Gattamaneni (Dual Role), Jaya
","
","31 March 1983
",1983
2115,Chilaka Josyam,"M. Pardha Saradhi
","Aadi Sekti Chitra
","
","
","
","21 April 1983
",1983
2116,Darling Darling Darling,"K. Bhagyaraj
","Amaravathy Arts
",Sankar Ganesh,K. Bhagyaraj,"(U) CBFC
","14 May 1983
",1983
2117,Debbaku Debba,"S. P. Mutturaman
","J.K Films
",Ilaiyaraaja,Rajinikanth,"(U)
","13 May 1983
",1983
2118,Desanikokkadu,"C. V. Rajendran
","Ajai Art Creations
",Ilaiyaraaja,Rajinikanth,"(U) CBFC
","12 August 1983
",1983
2119,Devi Kanaykumari,P. Subramanyam,"Sabari Art Pictures
","Devarajan
",Baby Vinodini,"Devotional
","21 May 1983
",1983
2120,Devi Moogambika,"K. Shankar
","Vijaya Adhitya Creations
",Ilaiyaraaja,K. R. Vijaya,"Devotional
","20 May 1983
",1983
2121,Devi Sridevi,"Raja Chandra
","Jayabheri Art Productions
","Chakravarthy
","Jayasudha, Raadhika, Murali Mohan, Giri Babu, Gummadi, Tulasi, Dr. M. Prabhakar Reddy, Prabha, Rajesh
","
","7 October 1983
",1983
2122,Dharma Poratam,"Boyina Subba Rao
","Sri Lakshmi Prasanna Pictures
","Satyam
","Mohan Babu, Gummadi Venkateswara Rao,
","(A)
","4 February 1983
",1983
2123,Dharmaatmudu,"B. Bhaskara Rao
","Sri Bramarambika Films
","Satyam
","Krishnam Raju, Jayasudh-a, Vijaya Santhi, Gummadi
","(U)
","16 September 1983
",1983
2124,Digivachina Devudu,K.S.L. Swamy,"Katyayani Creations
",G. K. Venkatesh,Lokesh,"PG
","9 September 1983
",1983
2125,Doctor Gari Kodalu,Muktha Srinivasan,"
","
",Sivaji Ganesan,"
","18 February 1983
",1983
2126,Durga Devi,"Nandam Harischandra Rao
","Vijaya Madhavee Pictures
","J. V. Raghavulu
","Mohan Babu, Murali Mohan, Jayasudha, Sarada, Geetha
","
","8 July 1983
",1983
2127,Ee Desamlo Oka Roju,"Satyanarayana Vejella
","Kumar Raja Pictures
",Chakravarthy,"Rajendra Prasad, Kavitha, Sai Chand, Gummadi,  Siva Krishna, Nutan Prasad, Jyothi, Geetha, etc
","(A)
","10 March 1983
",1983
2128,Ee Pillaku Pellavuthunda,"Vejella Satyanarayana
","Sri Bala Balaji Combines
","Chakravarthy
","Gummadi, Sai Chand, Jyothi, Purnima, Syamala Gowri, Tulasi, Nutan Prasad
","
","26 August 1983
",1983
2129,Eeswarudu Seneswarudu,B. R. Panthulu,"Dasanjaneya Pictures
",M. S. Viswanathan,Gemini Ganesan,"
","4 February 1983
",1983
2130,Gaanam,Sreekumaran Thampi,"Sarada Movie Creations
","Susarla & Upendra Kumar
",Jagathy Sreekumar,"
","15 December 1983
",1983
2131,Gaju Bommalu,"Koneru Ravindranath
","Natanalaya Combines
","Ramesh Naidu
","Sarath Babu, Rama Prab-ha,
","(A) CBFC
","11 February 1983
",1983
2132,Grahanam Vidichindi,"Bose
","Kalyana Chakravarthi Films
","Ramesh Naidu
","Murali Mohan, Kavitha, Nutan Prasad, Sakshi
","
","22 July 1983
",1983
2133,Gudachari No.1,Kodi Ramakrishna,"Vijaya Lakshmi Art Pictures
",Chakravarthy,Chiranjeevi,unknown,"30 June 1983
",1983
2134,Iddaru Kiladeelu,"Relangi Narasimha Rao
","Charitha Chitra
","Joy
","Suman, Bhanuchandar,  Jaya Sudha, Aruna, Sad-hana, Ramana Murthy, Nutan Prasad, ","(A) CBFC
","3 June 1983
",1983
2135,Idhi Kadhu Mugimpu,"Satyanarayana Vejella
","Ureka Cine Enterprises
","Sivajiraja
","Rajendra Prasad, Geetha, Jyothi, Kaikala
","
","18 February 1983
",1983
2136,Ikanaina Marandi,"Gangadhar
","Easwari Art Pictures
","Satyam
","Murali Mohan, Jyothi, Gummadi, Allu Rama Lingaiah, Rallapalli, Sakshi Ranga Rao, Ravi Kondala Rao, Vallam Narasimha Rao, Manorama, Attili Lakshmi, Kakinada Syamala, Padma
","(A) CBFC
","7 May 1983
",1983
2137,Intalludu,"
","
","
","
","CBFC not found
","??.??.1983
",1983
2138,Kasi Yatra,"
","Santhoshi Productions
","
","
","(U) CBFC
","??.??.1983
",1983
2139,Kaksha Sadistha,"
","
","
","
","
","18 June 1983
",1983
2140,Kala Yamudu,"Nandham Harischandra Rao
","Sree Pallavi Films
","J. V. Raghavulu
","Mohan Babu, Sree Pallavi, Sarada, Jayamalini, Dr. M. Prabhakar Reddy, Giri Babu, etc
","
","13 October 1983
",1983
2141,Kaliyuga Dhaivam,"M. R. Raju
","Sri Raghavendra Art Creations
","Satyam
","Rama Krishna, Latha, Sarada, Sarath Babu, Kavitha, Allu Rama Lingaiah, Rama Prabha, Jeeva, Pandari Bai
","
","25 August 1983
",1983
2142,Kalyana Veena,"Giridhar
","Mallemala Creations
","Satyam
","Suman, Aruna,
","
","17 September 1983
",1983
2143,Kanne Donga,"Kalanilayam Krishna Kumar
","Almighty Films
",Ilaiyaraaja,Kamal Haasan,"(U) CBFC 16 March 1983
","3 June 1983
",1983
2144,Kanthaiyya Kanakaiyya,"
","
","
","
","
","9 July 1983
",1983
2145,Keerthi Kantha Kanakam,"
","
","
","
","
","9 April 1983
",1983
2146,Khaidi,A. Kodandarami Reddy,unknown,Chakravarthy,Chiranjeevi,unknown,"28 October 1983
",1983
2147,Kirayi Bommalu,"Katikaneni Madhusudhana Rao
","Mayur Enterprises
","Pendyala
","Jayanthi, Prabha, Geetha, Suresh, Ramakrishna, Rallapalli, Jeeva, Pandari Bai, ","CBFC not found (NR)
","??.??.1983
",1983
2148,Kirayi Kotigadu,A. Kodandarami Reddy,"Ramprasad Art Pictures
",Chakravarthy,Krishna Ghattamaneni,unknown,"17 March 1983
",1983
2149,Kirayi Rangadu,"R. Thyagarajan
","Ramana Art Films
","Shankar Ganesh & A. A. Raj
",Rajinikanth,"
","9 July 1983
",1983
2150,Kodalu Kaavaali,"Giridhar
","Gowri Art Creations
","Satyam
","Suman, Purnima, Nutan Prasad, Rupa Chakravarthy, Tyagaraju, Niramala,
","(U) CBFC
","10 March 1983
",1983
2151,Kokilamma,K. Balachander,Lakshmijyothii Films,M. S. Viswanathan,Saritha,"
","7 May 1983
",1983
2152,Konte Kodallu,"Kommineni
","PVS Films
","Chakravarthi
","Suryakantam, Gollapudi, Sudhakar, Bhanuchandar, Poornima, Tulasi
","
","9 December 1983
",1983
2153,Koti Kokkadu,Kommineni Seshagiri Rao,"Radha Krishna Movies
",Rajan-Nagendra,Krishnam Raju,"(U) CBFC 5 August 1983
","11 August 1983
",1983
2154,Kunkuma Tilakam,"B. Bhaskara Rao
","Sri Vigneswara Art Pictures
","Satyam
","Murali Mohan, Jaya Sudha, Hema Sundar, Suresh Oberoi, Ravi Kondala Rao, Pushpalatha, Suresh
","(U) CBFC
","28 January 1983
",1983
2155,Lanke Bindelu,Vijaya Nirmala,"Ranjit Creations
",Rajan-Nagendra,Krishna Ghattamaneni,(U),"10 November 1983
",1983
2156,M.L.A. Yedukondalu,"Dasari Narayana Rao
","
","Chakravarthy
","Dasari Narayana Rao, Jaya Sudha,  Sujatha,
","
","9 January 1983
",1983
2157,Maa Intaina Katha,"K. Phanindra
","Gopi Krishna Movie Creations
","Rajan-Nagendra
","Chandra Mohan, Sulakshana, Padmanabham,
","(A)
","4 March 1983
",1983
2158,Maa Inti Premayanam,"Aluri Ravi
","Chandramani Productions
",J. V. Raghavulu,Chandra Mohan,unknown,"11 August 1983
",1983
2159,Maa Intiki Randi,"Kodi Ramakrishna
","Lalitha Kalanjali's
","J. V. Raghavulu
","Kodi Ramakrishna, Suhasin, Banuchandar, Aruna, Gollapudi, Rupa
","
","
",1983
2160,Maga Maharaju,Vijaya Bapineedu,unknown,Chakravarthy,Chiranjeevi,unknown,"
",1983
2161,Magallako Namaskaram,"
","
","
","
","
","
",1983
2162,Maharani,"K. S. Gopalakrishnan
","Sivachitra Movies
","Shankar Ganesh
","Jayachitra, Jai Ganesh, Vijaykumar, Satyaraj
","
","11 November 1983
",1983
2163,Manavulara Manninchandi,"
","
","
","
","
","
",1983
2164,Manishiki Maro Peru,Tatineni Prasad,"Sri Ranga Sai Pictures
",K. V. Mahadevan,Chandra Mohan,unknown,"9 December 1983
",1983
2165,Manishiko Chartira,"Tatineni Prasad
","Bhargava Art Productions
","Chakravarthy
","Murali Mohan, Chandra Mohan, Poornima, Prabha, Suhasini, Gollapudi, Annapoorna, etc.
","
","7 January 1983
",1983
2166,Mantri Gari Viyyankudu,Bapu,unknown,Ilaiyaraaja,Chiranjeevi,unknown,"
",1983
2167,Maro Maya Bazaar,C. S. Rao,"United Art Movies
",Satyam,Chandra Mohan,unknown,"14 April 1983
",1983
2168,Mayagadu,"B. L. V. Prasad
","Suman Creations
","Chakravarthy
","Mohan Babu, Purnima, Kavitha, Dr. M. Prabhakar
","
","30 July 1983
",1983
2169,Monagadu Vastunnadu Jagratha,A. Kodandarami Reddy,unknown,Satyam,Krishna Gattamaneni,unknown,"
",1983
2170,Moodu Mullu,"Jandyala
","
","Rajan - Nagendra
","Chandra Mohan, Raadhika, Geetha, Poornima, Dr. M. Prabhak-ar Reddy, Sutthi Janta
","
","
",1983
2171,Moogavadi Paga,"Boyina Subba Rao
","Madhu Art Pictures
","Satyam
","Mohan Babu, Kavitha,
","
","2 December 1983
",1983
2172,Muddula Mogudu,K. S. Prakash Rao,Mahija Films,S. Rajeswara Rao,Akkineni Nageswara Rao,"
","4 February 1983
",1983
2173,Muggurammayila Mogudu,"Relangi Narasimha Rao
","Nagarjuna Pictures
","Chakravarthy
","Chandra Mohan, Aruna, Sadhana, Vijji, Kaikala Satyanarayana, Ramana Murthy, Rallapalli, Sutthi Verabhadra Rao, bhaskar, Ravikant, Jhansi, Ramanna Pantulu, etc
","Comedy
","26 May 1983
",1983
2174,Mugguru Monagallu,Tatineni Rama Rao,"Lakshmi Productions
","Chakravarthy
",Sobhan Babu,"
","14 April 1983
",1983
2175,Mundadugu,K. Bapaiah,Suresh Productions,Chakravarthy,Krishna Ghattamaneni,"Social
","25 February 1983
",1983
2176,Navodayam,"P. Chandrashekar Reddy
","Chaitanya Art Pictures
","Chakravarthy
","Madhala Ranga Rao, Mucharla Aruna, Vijayashanthi, Kavitha, Rama Prabha, etc
","(A)
","7 January 1983
",1983
2177,Nelavanka,Jandhyala,unknown,unknown,Gummadi Venkateswara Rao,unknown,"14 January 1983
",1983
2178,Neti Bharatam,T. Krishna,unknown,Chakravarthy,Suman,unknown,"
",1983
2179,Nijam Chebithe Nerama,"M. Balaiah
","Amruta Films
",M. S. Viswanathan,Krihnam Raju,"
","14 January 1983
",1983
2180,Oorantha Sankranthi,Dasari Narayana Rao,unknown,unknown,Akkineni Nageswara Rao,unknown,"12 February 1983
",1983
2181,Padmavathi Kalyanam,"Vijayalakshmi Talkies (R)
","
","
","
","CBFC not found
","11 July 1983
",1983
2182,Palleturi Monagadu,"S. A. Chandrasekhar
","Rajyalakshmi Art Movies
","Chakravarthy
","Chiranjeevi, Raadhika, Gollapudi, R. Narayana Murthy, Sutthivelu
","(A)
","5 February 1983
",1983
2183,Palleturi Pidugu,"Boina Subba Rao
","Vijaya Lakshmi Movies
","Satyam
","Mohan Babu, Kaikala Satyanarayana, Kanta Rao, Tyagaraju, Kannada Prabhakar, Giri Babu, Kavitha, Pandari Bai, Kalpana Rai,
","(A)
","7 May 1983
",1983
2184,Pandanti Kapuraniki 12 Suthralu,"Raja Chandra
","Anantha Lakshmi International
",Satyam,Suman,unknown,"19 August 1983
",1983
2185,Patnam Vachhina Pasipapa,"J. Mahendran
","Sri Gowri Lavanya Pictures
","Ilaiyaraaja
","Sarath Babu, Suhasini, Sumalatha, Baby Anju
","
","5 November 1983
",1983
2186,Pelli Chesi Choopistham,"N. A. Pendyala
","Sri Ramana Chitra
","Ramakrishna Raja
","Chandra Mohan, Vijaya Santhi, Chalam, Kaikala Satyanarayana, Allu Rama Lingaiah, Narayana Rao, Rajendra Prasad, Rama Prabha, Janaki,
","(U) Comedy, Family Drama
","22 July 1983
",1983
2187,Pelli Choopulu,"R. Narayana Murthy
",unknown,K. V. Mahadevan,Chandra Mohan,unknown,"
",1983
2188,Penki Ghatam,"N. C. Chakravarthi
","Nagamohini Enterprises
",Shyam,"Raadhika, Menaka, Mohan, Rajesh, Sachu, Venniradai, Y. G. Mahendra, Silk Smitha, etc
","(U) CBFC
","8 July 1983
",1983
2189,Pichi Pantuulu,Maganti Venkateswara Rao,"Jayabheri Art Movies
","Chakravarthy
",Murali Mohan,"Comedy
","
",1983
2190,Pidugu lanti Manishi,M. A. Thirumugham,"Janani Arts International
",M. S. Viswanathan,"Sivaji Ganesan, K. R. Vijaya, Geetha, Pushpalata
","(U) CBFC not found
","7 May 1983
",1983
2191,Police Police,"Y. V. Gopikrishnan
","J. K. Films
","M. S. Viswanathan, B. Gopalam
","Naresh Kumar, Silk Smitha, Sulakshana, Manorama etc
","(A)
","7 October 1983
",1983
2192,Police Venkataswamy,"Dasari Narayana Rao
","Tarakeswari Creations
","J. V. Raghavulu
","Jayamalini, Gummadi Venkateswara Rao, Dasari Naryana Rao, Allu Rama Lingaiah, Chalapathi Rao, Dr. M. Prabhakar Reddy, Mamatha, Ranisubha, Suresh, Nirmala, Balaji,
","(A)
","9 September 1983
",1983
2193,Poratam,Kodi Ramakrishna,S. R. Films,"Chakravarthi
",Krishna,unknown,"9 December 1983
",1983
2194,Praja Rajyam,"M. Mallikarjuna Rao
","Ratna Movies
","J. V. Raghavulu
","Mada, Krishna, Jayaprada, Rao Gopala Rao, Dr. M. Prabhakara Reddy, Satya-narayana, Nutan Prasad
","
","29 September 1983
",1983
2195,Praja Shakthi,"Navatharam Unit
","Navatharam Pictures
","Chakravarthy
","Madhala Ranga Rao, P. J. Sarma, Narra Venkateswara Rao, Chalapathi Rao, Surekha, Prathibha
","(A)
","18 March 1983
",1983
2196,Pralaya Gharjana,"P. Chandrashekar Reddy
","Sri Vani Chandra Combines
","Raj - Koti
","Mohan Babu, Swapna, Kavitha, Geetha,  Vijaya Lalitha, Jeeva, Dr. M. Prabhakar Reddy, Sudhakar, Tyagaraju, Pandari Bai, Saradhi,
","(A)
","14 January 1983
",1983
2197,Prema Jwala,"P. V. Raju
","Bhimeswara Art Movies
","Chakravarthy
","Vijetha, Kamalakar, Nutan Prasad, Rajababu, Hema Sundhar, Gowri, Jhansi, etc
","(A) CBFC
","3 October 1983
",1983
2198,Prema Pichollu,A. Kodandarami Reddy,unknown,Chakravarthy,Chiranjeevi,"(A)
","14 January 1983
",1983
2199,Prema Sagaram,T. Rajendar,"Vijaya Adhitya Creations
",T. Rajendar,T. Rajendar,unknown,"25 November 1983
",1983
2200,Prema Vijayam,"Nanduri Suribabu
","Palnadu Art Movies
","S. S Prakash
","Srikrishna, Devisri, Sivaram Singh, Swapnapriya, D. Nageswara Rao, Kanaka Prasad, Subba Rao, D.N. Chowdary
","
","3 October 1983
",1983
2201,Puli Bebbuli,K. S. R. Das,unknown,Rajan-Nagendra,Chiranjeevi,unknown,"
",1983
2202,Puli Debba,K. S. R. Das,"PNR Pictures
","Satyam
","Silk Smitha, Naresh, Sarath Babu, Kanta Rao, Hem Chandar, Swapna Priya
","(A)
","
",1983
2203,Raakasi Loya,"V. Vidyasagar Reddy
","Sri Amaleswari Films
","Satyam
","Rajesh, Naresh, Banuchander, Vijaya Santhi, ","(A)
","9 September 1983
",1983
2204,Raghu Ramudu,"Kommineni
","Saikrishna Enterprises
","Chakravarthi
",Sobhan Babu,"
","10 February 1983
",1983
2205,Rajakumar,"G. Ramineedu
","Srinath Movies
","Ilaiyaraaja
","Sobhan Babu, Jaya Sudha, Sridevi, Ambika, Rao Gopala Rao, Janaki,
","
","2 September 1983
",1983
2206,Raju Rani Jocky,Singeetham Srinivasa Rao,"Navatha Arts
","Rajan-Nagendra
","Chandra Mohan, Raadhika
","(A)
","14 April 1983
",1983
2207,Ramarajyamlo Bheemaraju,A. Kodandarami Reddy,"Sri Rajya Lakshmi Art Pictures
",Chakravarthi,Krishna Ghattamaneni,unknown,"28 July 1983
",1983
2208,Ramudu Kadu Krishnudu,Dasari Narayana Rao,unknown,unknown,ANR,unknown,"25 March 1983
",1983
2209,Rangula Kala,B. Narsing Rao,unknown,B. Narsing Rao,"B. Narsing Rao, Sai Chand, Rupa, Gadhar",unknown,"
",1983
2210,Rangula Puli,"Kodi Rama Krishna
","Viswa Chitra Combines
","Chakravarthi
","Mohan Babu, Sumalatha,
","(A)
","17 June 1983
",1983
2211,Rendu Jella Sita,Jandhyala,"Sri Bramarambika Films
",Ramesh Naidu,Naresh,unknown,"31 March 1983
",1983
2212,Roshagadu,K. S. R. Das,"P. N. R. Pictures
",Satyam,Chiranjeevi,unknown,"29 July 1983
",1983
2213,Rudrakali,"Dasari Narayan Rao
","Telugu Chitra Combines
",Satyam,"Chandra Mohan, Jaya Mala, Sarath Babu, Dr. M. Prabhakar Reddy, etc.
","
","19 November 1983
",1983
2214,Sagara Sangamam,K. Vishwanath,"Poornodaya Movie Creations
",Ilaiyaraaja,Kamal Hassan,unknown,"3 June 1983
",1983
2215,Sangharshana,"K. Murali Mohana Rao
","Suresh Productions
","Chakravarthi
",Chiranjeevi,unknown,"29 December 1983
",1983
2216,Shakthi,"K. Raghavendra Rao
","Gopi Movies
","Chakravarthi
","Krishna, Jaya Sudha, Radha
","
","2 September 1983
",1983
2217,Simham Navvindi,D. Yoganand,Ramakrishna Cine Studios,"Chakravarthi
",N. T. Rama Rao,"
","3 March 1983
",1983
2218,Simhamtho Chelagatam,"
","
","
","
","
","
",1983
2219,Simhapuri Simham,Kodi Ramakrishna,"Vijaya Sai Films
","J. V. Raghavulu
",Chiranjeevi,unknown,"20 October 1983
",1983
2220,Siripuram Monagadu,K. S. R. Das,unknown,Raj-Koti,Krishna Ghattamaneni,unknown,"
",1983
